"denominazione","tipologia","categoria","totale_unita","totale_bagni","totale_letti","indirizzo","frazione","cap","codice_istat_comune","comune","provincia","latitudine","longitudine","telefono","fax","sitoweb","email","periodi","servizi_generali","servizi_camera","prezzo_alta_stagione_o_unica","prezzo_bassa_stagione","foto1","foto2","foto3","foto4","foto5"
"PICONE 19","Bed & breakfast","","4","3","8","VIA PICONE","","70100","072006","Bari","BA","","","","","","nicola@grazioso.it","","","","","","","","","",""
"LA DIMORA DEL PIRATA","Bed & breakfast","","4","4","8","VIA SUPRIANI","","70021","072001","Acquaviva delle Fonti","BA","","","080 769069","","","ladimoraffittacamere@libero.it","","","","camera-doppia-bagno (50-130)","camera-doppia-bagno (-)","","","","",""
"REGGIA SAN PAOLO","Bed & breakfast","","5","3","8","PIAZZA SAN PAOLO","","70021","072001","Acquaviva delle Fonti","BA","","","080 769280","","","","","","","camera-doppia-bagno (44-100)#camera-singola-bagno (55-70)","camera-doppia-bagno (-)#camera-singola-bagno (-)","","","","",""
"VILLA MARIA","Bed & breakfast","","6","2","10","S.P. PER SANTERAMO","","70021","072001","Acquaviva delle Fonti","BA","","","080 767777","","","mariaromanello@tiscali.it","","","","camera-doppia-bagno (40-60)#camera-singola-bagno (30-30)","camera-doppia-bagno (-)#camera-singola-bagno (-)","","","","",""
"MARILENA","Bed & breakfast","","1","1","3","VIA BLIGNY","","70011","072003","Alberobello","BA","40.7872157","17.239074200000005","3202759687    3397833519","","","marilena23@alice.it","","Bagno privato-Accesso animali piccola taglia","Riscaldamento indipendente-Frigobar-Riscaldamento","","","http://www.agenziapugliapromozione.it/portal/documents/ddl/956059/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/956059/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/956059/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/956059/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/956059/fileFoto5"
"TRAMONTO D'ORO","Bed & breakfast","","2","2","5","CASTEL DEL MONTE -BORGO TRAMONTO D'ORO","","76123","110001","Andria","BT","","","0883 594738","","www.tramontodoro.eu","info@tramontodoro.eu","06/03/2015-30/11/2015","Bagno privato-Parco / Giardino-Accesso animali piccola taglia","Aria condizionata indipendente-Rscaldamento centralizzato-Riscaldamento","camera-doppia-bagno (50-80)#camera-tripla-bagno (70-90)#doppia-uso-singola (40-50)","camera-doppia-bagno (50-80)#camera-tripla-bagno (70-90)#doppia-uso-singola (-)","","","","",""
"VECCHIA SUPPENNA","Bed & breakfast","","4","4","8","VIA CASTEL DEL MONTE","","76123","110001","Andria","BT","41.215685","16.293270000000007","0883 543046","","","mauriziopara@libero.it","06/04/2015-31/12/2015","Camere fumatori-Deposito bagagli-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (55-70)#camera-singola-bagno (30-35)#camera-tripla-bagno (75-80)","camera-doppia-bagno (50-55)#camera-singola-bagno (25-30)#camera-tripla-bagno (65-75)","http://www.agenziapugliapromozione.it/portal/documents/ddl/974615/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/974615/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/974615/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/974615/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/974615/fileFoto5"
"PREZIOSO","Bed & breakfast","","6","7","10","TEATINI","","76121","110002","Barletta","BT","","","0883 520046","","www.bbprezioso.it","bbprezioso@live.it","01/02/2015-30/09/2015#05/12/2015-31/12/2015","Deposito bagagli-Bagno privato-Sala Tv-Accesso animali piccola taglia","Rscaldamento centralizzato-Tv","camera-doppia-bagno (45-55)#camera-singola-bagno (25-35)#supplemento-aria-condizionata (5-5)","camera-doppia-bagno (45-55)#camera-singola-bagno (25-35)#supplemento-aria-condizionata (-)","","","","",""
"PIZETA","Bed & breakfast","","6","6","10","VIA BITETTO","","70020","072008","Binetto","BA","41.02551","16.711559999999963","080 623343","","","caforios49@hotmail.it","","Camere / struttura per ospiti Disabili","Rscaldamento centralizzato-Angolo cottura","camera-doppia-bagno (-40)#camera-singola-bagno (-20)","camera-doppia-bagno (-)#camera-singola-bagno (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/1076642/fileFoto1","","","",""
"LE SETTE CIMINIERE","Bed & breakfast","","3","2","6","VIA CORTE PREZIOSA","","76011","110003","Bisceglie","BT","","","0803957244","","www.le7ciminiere.it","info@le7ciminiere.it","01/03/2015-25/11/2015","Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Riscaldamento","camera-doppia-bagno-persona (20-30)#camera-doppia-persona (20-30)","camera-doppia-bagno-persona (0-0)#camera-doppia-persona (0-0)","","","","",""
"VILLA PREZIOSA","Bed & breakfast","","3","3","5","VIALE LA TESTA","","76011","110003","Bisceglie","BT","","","080 3968013/3479817578","0803954322","","p.francesca_85@live.it","01/03/2015-30/10/2015","Accesso animali piccola taglia-Bagno privato-Parco / Giardino","Aria condizionata indipendente","camera-doppia (60-60)#camera-singola (40-40)","camera-doppia (0-0)#camera-singola (0-0)","","","","",""
"LA VILLETTA","Bed & breakfast","","1","1","2","VIA M.R. IMBRIANI","","76011","110003","Bisceglie","BT","","","3389768896","","","francoliseno@virgilio.it","01/04/2015-30/09/2015","Bagno privato","Aria condizionata indipendente-Tv-Frigobar-Riscaldamento","camera-doppia-bagno (50-50)#doppia-uso-singola (30-30)","camera-doppia-bagno (0-0)#doppia-uso-singola (-)","","","","",""
"I QUATTRO RIONI ","Bed & breakfast","","4","4","10","VIA TEVERE","","73020","075054","Nociglia","LE","","","0836-939043","","www.iquattrorioni.com","info@iquattrorioni.com","01/06/2015-31/12/2015","Reception 24h-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento-Telefono-Angolo cottura","camera-doppia-bagno (60-90)#camera-tripla-bagno (90-110)#doppia-uso-singola (30-50)","camera-doppia-bagno (60-90)#camera-tripla-bagno (90-110)#doppia-uso-singola (-)","","","","",""
"AZZURRO MARE ","Bed & breakfast","","4","4","8","VIALE EUROPA","MARINA DI ANDRANO","73032","075005","Andrano","LE","","","","","","michele_esp84@yahoo.it","01/04/2015-31/10/2015","Bagno privato-Parco / Giardino","Tv-Frigobar-Riscaldamento","camera-doppia-bagno (40-100)#camera-doppia-bagno-persona (20-50)#doppia-uso-singola (30-60)","camera-doppia-bagno (-)#camera-doppia-bagno-persona (0-0)#doppia-uso-singola (-)","","","","",""
"CORTE DEI MEMOLI ","Bed & breakfast","","3","3","8","CORTE DEI MEMOLI","","73100","075035","Lecce","LE","40.3505798","18.16794170000003","0832-312685","08321831021","www.cortedeimemoli.it","info@cortedeimemoli.it","","Bagno privato-Accesso animali piccola taglia","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura","","","","","","",""
"MALIA","Bed & breakfast","","4","4","8","VIA PALADINI","","73100","075035","Lecce","LE","","","0832-241888","","www.maliabb.com","info@maliabb.com","01/01/2015-10/01/2015#22/02/2015-02/11/2015#27/12/2015-31/12/2015","Bagno privato-Sala lettura","Rscaldamento centralizzato","camera-doppia-bagno (70-110)#camera-singola-bagno (55-70)","camera-doppia-bagno (0-0)#camera-singola-bagno (0-0)","","","","",""
"VITTORIA","Bed & breakfast","","3","4","9","VIA G. G. RUSSO","","73014","075031","Gallipoli","LE","","","","","www.bandbvittoria.it","bbvittoria@gmail.com","01/01/2015-08/01/2015#01/03/2015-05/11/2015#20/12/2015-31/12/2015","Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento","camera-doppia-bagno (70-140)#camera-quadrupla-bagno (100-240)#camera-tripla-bagno (90-190)","camera-doppia-bagno (45-70)#camera-quadrupla-bagno (70-100)#camera-tripla-bagno (60-90)","","","","",""
"AURA GALLIPOLINA ","Bed & breakfast","","4","3","9","VIA G.B. VICO","","73014","075031","Gallipoli","LE","","","0833-292253","","","auragallipolina@libero.it","","","","camera-doppia-bagno (50-100)#camera-tripla-bagno (75-150)","camera-doppia-bagno (-)#camera-tripla-bagno (-)","","","","",""
"SCALELLE","Bed & breakfast","","3","3","7","VIA SCALELLE","","73014","075031","Gallipoli","LE","","","0833 202186","","www.scalelle.it","info@scalelle.it","","","","camera-doppia-bagno (60-120)#camera-singola-bagno (30-60)#camera-tripla-bagno (90-180)","camera-doppia-bagno (-)#camera-singola-bagno (-)#camera-tripla-bagno (-)","","","","",""
"BARI MURAT","Bed & breakfast","","3","2","9","CORSO CAVOUR","","70121","072006","Bari","BA","","","3393162025","","www.bed-breakfast-bari.it","barimurat@yahoo.it","01/02/2015-31/07/2015#21/08/2015-30/08/2015#17/09/2015-31/10/2015#11/11/2015-14/12/2015","Ascensore-Camere / struttura per ospiti Disabili","Frigobar-Riscaldamento","camera-doppia (35-80)#camera-quadrupla (50-120)#camera-tripla (40-100)","camera-doppia (0-0)#camera-quadrupla (-0)#camera-tripla (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/660212/fileFoto1","","","",""
"VILLA GIUBILEO B&B","Bed & breakfast","","5","5","10","VIA A.FRANK","","71013","071046","San Giovanni Rotondo","FG","","","0882-413680","","www.villagiubileo.com","villagiubileo@tiscali.it","01/03/2015-25/11/2015","Reception 24h-Bagno privato-Parco / Giardino-Accesso animali piccola taglia","Rscaldamento centralizzato-Tv-Riscaldamento","camera-doppia-bagno (50-50)#camera-singola-bagno-persona (25-25)","camera-doppia-bagno (-)#camera-singola-bagno-persona (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/896782/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/896782/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/896782/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/896782/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/896782/fileFoto5"
"BUDRAGO FRANCO B&B","Bed & breakfast","","4","3","9","C.DA MATINE","","71013","071046","San Giovanni Rotondo","FG","","","0882450972","0882450972","","hotel.lecese@tiscali.it","07/04/2015-31/12/2015","Reception 24h-Camere fumatori-Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili","Aria condizionata indipendente-Riscaldamento indipendente-Cassafforte / cassetta di sicurezza-Tv-Riscaldamento-Telefono","camera-doppia (90-90)#camera-doppia-bagno (90-90)#camera-doppia-bagno-persona (45-45)#camera-doppia-persona (45-45)#camera-tripla-bagno (135-135)#camera-tripla-bagno-persona (45-45)#doppia-uso-singola (45-55)","camera-doppia (70-70)#camera-doppia-bagno (70-70)#camera-doppia-bagno-persona (35-35)#camera-doppia-persona (35-35)#camera-tripla-bagno (105-105)#camera-tripla-bagno-persona (35-35)#doppia-uso-singola (-)","","","","",""
"STILL ROOMS B&B","Bed & breakfast","","3","3","4","VIA DE NUNZIO","","71013","071046","San Giovanni Rotondo","FG","","","3381748719","","","liscio.pio@virgilio.it","","","","","","","","","",""
"TENUTA LA BARONESSA","Alberghi","4 stelle","46","35","102","STRADA PROV.LE TUGLIE-ALEZIO ","","73059","075089","Tuglie","LE","40.0696537745053","18.077651771813976","0833-597340","","www.tenutalabaronessa.it","info@tenutalabaronessa.it","01/06/2015-15/09/2015","Bar-Reception 24h-Ascensore-Cassaforte / cassette di sicurezza-Parcheggio Coperto / Scoperto-Quotidiani-Camere / struttura per ospiti disabili","Aria condizionata centralizzata-Rscaldamento centralizzato-Cassafforte / cassetta di sicurezza-Tv-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (180-480)#camera-singola (59-150)#jr-suite-bagno (150-400)#pasto-colazione (10-10)#suite-bagno (200-500)#supplemento-aria-condizionata (10-15)#ua-plurilocale (100-400)","camera-doppia-bagno (0-0)#camera-singola (0-0)#jr-suite-bagno (0-0)#pasto-colazione (0-0)#suite-bagno (0-0)#supplemento-aria-condizionata (0-0)#ua-plurilocale (0-0)","http://www.agenziapugliapromozione.it/portal/documents/ddl/940586/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/940586/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/940586/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/940586/fileFoto4",""
"LE DUNE ","Affittacamere","","6","6","13","VIA A.SFORZA","","73028","075057","Otranto","LE","","","0836-801856","","www.leduneonline.it","new@leduneonline.it","","","","camera-doppia-bagno (60-120)","camera-doppia-bagno (-)","","","","",""
"TENUTA TURCHI ","Affittacamere","","6","6","12","VIA PROVINCIALE S.CATALDO","","73028","075057","Otranto","LE","40.1906953697527","18.454303519299174","3349874230","","www.tenutaturchi.it","info@tenutaturchi.it","01/01/2015-31/12/2015","Bagno privato-Parco / Giardino","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar","camera-doppia-bagno (90-110)#supplemento-posto-letto-agg (30-50)","camera-doppia-bagno (60-80)#supplemento-posto-letto-agg (-)","","","","",""
"LA BIANCA D'ITRIA","Bed & breakfast","","4","4","10","VIA LOCOROTONDO","","74015","073013","Martina Franca","TA","","","+39 3207137976","","www.labiancaditria.com","ttquartulli@tiscali.it","15/05/2015-15/10/2015","Bagno privato-Sala lettura-Parco / Giardino-Somministrazione alimenti","Frigobar","camera-doppia-bagno (45-50)#camera-quadrupla-bagno (120-140)","camera-doppia-bagno (30-45)#camera-quadrupla-bagno (120-140)","http://www.agenziapugliapromozione.it/portal/documents/ddl/964346/fileFoto1","","","",""
"LA PIGNA GIALLA","Bed & breakfast","","3","3","6","VIA NICOL¿ DE LAPI,","","74015","073013","Martina Franca","TA","","","","","","angelo_nard@libero.it","01/01/2015-20/01/2015#01/03/2015-30/09/2015#01/12/2015-31/12/2015","Bagno privato","Tv-Angolo cottura-Riscaldamento indipendente","camera-doppia-bagno (60-80)","camera-doppia-bagno (60-80)","http://www.agenziapugliapromozione.it/portal/documents/ddl/1048097/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/1048097/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/1048097/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/1048097/fileFoto4","http://www.agenziapugliapromozione.it/portal/documents/ddl/1048097/fileFoto5"
"ARCOBALENO ","Bed & breakfast","","3","3","9","VIA TREPUZZI","","73051","075055","Novoli","LE","","","0832-712342","0832712342","www.bbarcobaleno.altervista.org","johanna.milli@libero.it","01/01/2015-31/01/2015#01/04/2015-25/10/2015#01/12/2015-31/12/2015","Cucina in uso comune-Bagno privato-Sala Tv-Accesso animali piccola taglia","Aria condizionata indipendente-Rscaldamento centralizzato","camera-tripla-bagno (60-75)","camera-tripla-bagno (0-0)","","","","",""
"ALBANESE ALMERINDA","Bed & breakfast","","3","2","8","VIA LEONESE","","70020","072010","Bitetto","BA","","","080 9924847","","","","","","","","","","","","",""
"SILECCHIA ANGELA","Bed & breakfast","","3","3","7","VIA PALO DEL COLLE","","70020","072010","Bitetto","BA","41.0416227","16.74553119999996","080 9924502","","","feroangel@yahoo.com","01/01/2015-31/01/2015#01/03/2015-20/07/2015#01/09/2015-31/10/2015#01/12/2015-31/12/2015","Reception 24h-Bagno privato","Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Telefono","camera-doppia-bagno (50-64)#camera-tripla-bagno (75-90)#doppia-uso-singola (40-50)","camera-doppia-bagno (50-64)#camera-tripla-bagno (75-90)#doppia-uso-singola (-)","","","","",""
"GRANIERI LUCIA","Bed & breakfast","","3","1","6","PIAZZA CATTEDRALE","","70032","072011","Bitonto","BA","41.1062134","16.689387200000056","080 9903117","","www.ilbasilisco.com","info@ilbasilisco.com","07/04/2015-31/12/2015","Deposito bagagli-Bagno privato-Sala lettura-Accesso animali piccola taglia","Aria condizionata indipendente-Rscaldamento centralizzato-Tv-Frigobar-Riscaldamento","camera-doppia (30-30)#doppia-uso-singola (30-30)","camera-doppia (30-30)#doppia-uso-singola (-)","http://www.agenziapugliapromozione.it/portal/documents/ddl/986916/fileFoto1","http://www.agenziapugliapromozione.it/portal/documents/ddl/986916/fileFoto2","http://www.agenziapugliapromozione.it/portal/documents/ddl/986916/fileFoto3","http://www.agenziapugliapromozione.it/portal/documents/ddl/986916/fileFoto4",""
"IL GRIFONE DI GIORDANO ANGELA","Bed & breakfast","","1","1","2","VIA  AMEDEO","","70032","072011","Bitonto","BA","41.1072194","16.690715899999987","080 3740400","","","ilgrifone.bb@libero.it","01/01/2015-10/01/2015#10/02/2015-20/02/2015#10/03/2015-20/09/2015#15/10/2015-20/10/2015#15/11/2015-31/12/2015","Deposito bagagli-Cucina in uso comune-Bagno privato-Accesso animali piccola taglia","Aria condizionata indipendente-Angolo cottura","camera-doppia-bagno (50-50)#doppia-uso-singola (5-5)","camera-doppia-bagno (50-50)#doppia-uso-singola (-)","","","","",""
"PREZIOSO","Bed & breakfast","","6","7","10","VIA TEATINI","","76121","110002","Barletta","BT","","","0883 515442","","","bbprezioso@live.it","01/01/2015-31/01/2015#01/04/2015-29/10/2015#06/12/2015-31/12/2015","Deposito bagagli-Bagno privato-Sala Tv-Accesso animali piccola taglia","Rscaldamento centralizzato-Tv-Riscaldamento","camera-doppia-bagno (45-55)#camera-singola-bagno (25-35)#supplemento-aria-condizionata (5-5)","camera-doppia-bagno (45-55)#camera-singola-bagno (25-35)#supplemento-aria-condizionata (-)","","","","",""
"LE STEFANIE ","Bed & breakfast","","2","1","4","VIA CASARANO","","73056","075084","Taurisano","LE","","","0833-622806","","www.lestefanie.it","lestefanie@hotmail.it","","","","","","","","","",""
"CORTE MUSCO","Bed & breakfast","","1","2","4","CORTE DEI MUSCO","","73100","075035","Lecce","LE","","","0832 352495","","www.bbcortedeimusco.it","cortedeimusco.bb@libero.it","01/03/2015-12/11/2015#01/12/2015-13/12/2015","Bagno privato-Somministrazione alimenti","Aria condizionata centralizzata-Rscaldamento centralizzato-Tv-Riscaldamento-Angolo cottura","camera-quadrupla-bagno-persona (45-60)","camera-quadrupla-bagno-persona (0-0)","","","","",""
